avg_dollar_volume,behavior,capital,close_date,close_price,close_reason,entry_date,entry_price,entry_rule,exit_price,highest_price,hold_days,id,initial_stop_price,latest_price,liquidity_cap,market_value,outcome,realized_pnl,realized_pnl_pct,selected_version,shares,status,stop_cap_pct,stop_price,strategy_id,technical_initial_stop_price,ticker,timeframe,unrealized_pnl,unrealized_pnl_pct,v3_context_note,v3_quality_score,v3_reason
661082799.63,v1_success_monthly,1295.99,2024-01-19,70.9384,ضرب الوقف المتحرك/الفني,2024-01-18,68.21,v1_breakout,75.031,71.21,21,V3-0011,60.6864,68.21,6610828.0,0.0,TRAILING_WIN,51.84,4.0,v3_adaptive_quality,19,CLOSED,,70.9384,MRVL_monthly_breakout_100,60.6864,MRVL,monthly,0.0,-0.0,"لا توجد قراءة سوقية; اختراق: close/MA20 68.21/61.81, ret20 14.22%",56.51,خفض محدود بسبب خسارة عميقة؛ خفض محدود بسبب تركيز زمني
21973497258.29,v1_success_monthly,4342.84,2024-01-22,60.0859,ضرب الوقف المتحرك/الفني,2024-01-19,59.491,v1_breakout,65.4401,60.331,21,V3-0012,54.3325,59.491,219734972.58,0.0,TRAILING_WIN,43.43,1.0,v3_adaptive_quality,73,CLOSED,,60.0859,NVDA_monthly_breakout_100,54.3325,NVDA,monthly,0.0,0.0,"لا توجد قراءة سوقية; اختراق: close/MA20 59.49/51.74, ret20 19.93%",76.81,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
10622060767.78,v1_success_swing,2613.45,2024-01-24,179.4569,ضرب الوقف المتحرك/الفني,2024-01-19,174.23,v1_breakout,181.1992,180.58,5,V3-0013,160.3414,168.42,106220607.68,0.0,TRAILING_WIN,78.4,3.0,v3_adaptive_quality,15,CLOSED,,179.4569,AMD_swing_breakout_20,160.3414,AMD,swing,0.0,-3.33,"لا توجد قراءة سوقية; اختراق: close/MA20 174.23/147.17, ret20 24.32%",72.6,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
709549095.38,v1_success_monthly,1350.52,2024-01-22,72.5016,ضرب الوقف المتحرك/الفني,2024-01-19,71.08,v1_breakout,78.188,72.55,21,V3-0014,63.1064,71.08,7095490.95,0.0,TRAILING_WIN,27.01,2.0,v3_adaptive_quality,19,CLOSED,,72.5016,MRVL_monthly_breakout_100,63.1064,MRVL,monthly,0.0,0.0,"لا توجد قراءة سوقية; اختراق: close/MA20 71.08/62.39, ret20 19.14%",56.51,خفض محدود بسبب خسارة عميقة؛ خفض محدود بسبب تركيز زمني
22367372208.67,v1_success_monthly,3340.62,2024-01-24,62.6367,ضرب الوقف المتحرك/الفني,2024-01-22,59.654,v1_breakout,65.6194,62.849,21,V3-0015,54.4923,59.873,223673722.09,0.0,TRAILING_WIN,167.04,5.0,v3_adaptive_quality,56,CLOSED,,62.6367,NVDA_monthly_breakout_100,54.4923,NVDA,monthly,0.0,0.37,"لا توجد قراءة سوقية; اختراق: close/MA20 59.65/52.32, ret20 23.99%",76.81,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
23616043687.05,v1_success_monthly,4479.43,2024-01-25,62.5892,ضرب الوقف المتحرك/الفني,2024-01-24,61.362,v1_breakout,67.4982,62.719,21,V3-0016,55.8767,61.362,236160436.87,0.0,TRAILING_WIN,89.58,2.0,v3_adaptive_quality,73,CLOSED,,62.5892,NVDA_monthly_breakout_100,55.8767,NVDA,monthly,0.0,-0.0,"لا توجد قراءة سوقية; اختراق: close/MA20 61.36/53.49, ret20 25.66%",76.81,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
12474622402.65,v1_success_swing,2674.35,2024-01-25,183.6387,ضرب الوقف المتحرك/الفني,2024-01-24,178.29,v1_breakout,185.4216,184.92,5,V3-0017,163.0557,178.29,124746224.03,0.0,TRAILING_WIN,80.23,3.0,v3_adaptive_quality,15,CLOSED,,183.6387,AMD_swing_breakout_20,163.0557,AMD,swing,0.0,-0.0,"لا توجد قراءة سوقية; اختراق: close/MA20 178.29/152.17, ret20 27.71%",72.6,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
27565808728.7,v1_success_monthly,4565.04,2024-02-05,69.468,ضرب الوقف المتحرك/الفني,2024-02-02,66.16,v1_breakout,72.776,69.497,21,V3-0018,60.4679,66.16,275658087.29,0.0,TRAILING_WIN,228.25,5.0,v3_adaptive_quality,69,CLOSED,,69.468,NVDA_monthly_breakout_100,60.4679,NVDA,monthly,0.0,0.0,"SPY:داعم / QQQ:داعم / SOXX:داعم; اختراق: close/MA20 66.16/58.34, ret20 37.84%",76.81,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
28904508656.72,v1_success_monthly,4645.24,2024-02-07,70.0253,ضرب الوقف المتحرك/الفني,2024-02-05,69.332,v1_breakout,76.2652,70.22,21,V3-0019,63.3802,68.223,289045086.57,0.0,TRAILING_WIN,46.46,1.0,v3_adaptive_quality,67,CLOSED,,70.0253,NVDA_monthly_breakout_100,63.3802,NVDA,monthly,0.0,-1.6,"SPY:داعم / QQQ:داعم / SOXX:داعم; اختراق: close/MA20 69.33/59.36, ret20 41.21%",76.81,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
29238887926.87,v1_success_monthly,4696.63,2024-02-09,71.501,ضرب الوقف المتحرك/الفني,2024-02-07,70.099,v1_breakout,77.1089,72.185,21,V3-0020,63.5481,69.641,292388879.27,0.0,TRAILING_WIN,93.94,2.0,v3_adaptive_quality,67,CLOSED,,71.501,NVDA_monthly_breakout_100,63.5481,NVDA,monthly,0.0,-0.65,"SPY:داعم / QQQ:داعم / SOXX:داعم; اختراق: close/MA20 70.10/61.00, ret20 31.91%",76.81,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
29170356292.32,v1_success_monthly,4688.65,2024-02-12,74.297,ضرب الوقف المتحرك/الفني,2024-02-09,72.133,v1_breakout,79.3463,74.611,21,V3-0021,65.533,72.133,291703562.92,0.0,TRAILING_WIN,140.65,3.0,v3_adaptive_quality,65,CLOSED,,74.297,NVDA_monthly_breakout_100,65.533,NVDA,monthly,0.0,0.0,"SPY:داعم / QQQ:داعم / SOXX:داعم; اختراق: close/MA20 72.13/62.63, ret20 31.58%",76.81,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
30421707259.19,v1_success_monthly,4768.37,2024-02-13,72.9705,ضرب الوقف المتحرك/الفني,2024-02-12,72.248,v1_breakout,79.4728,73.45,21,V3-0022,65.2117,72.248,304217072.59,0.0,TRAILING_WIN,47.68,1.0,v3_adaptive_quality,66,CLOSED,,72.9705,NVDA_monthly_breakout_100,65.2117,NVDA,monthly,0.0,0.0,"SPY:داعم / QQQ:داعم / SOXX:داعم; اختراق: close/MA20 72.25/63.51, ret20 32.06%",76.81,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
36333322180.91,v1_success_monthly,4790.82,2024-02-23,81.6795,ضرب الوقف المتحرك/الفني,2024-02-22,78.538,v1_breakout,86.3918,82.394,21,V3-0023,68.0342,78.538,363333221.81,0.0,TRAILING_WIN,191.63,4.0,v3_adaptive_quality,61,CLOSED,,81.6795,NVDA_monthly_breakout_100,68.0342,NVDA,monthly,0.0,0.0,"SPY:داعم / QQQ:داعم / SOXX:داعم; اختراق: close/MA20 78.54/68.35, ret20 27.99%",76.81,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
3239891640.41,v1_success_swing,2870.78,2024-02-23,131.7949,ضرب الوقف المتحرك/الفني,2024-02-22,130.49,v1_rsi_recovery,137.0145,131.962,10,V3-0024,122.7194,130.49,32398916.4,0.0,TRAILING_WIN,28.71,1.0,v3_adaptive_quality,22,CLOSED,,131.7949,AVGO_swing_rsi_7_30,122.7194,AVGO,swing,0.0,0.0,"SPY:داعم / QQQ:داعم / SOXX:داعم; RSI: rsi14 68.31, close/MA200 130.49/93.11",55.44,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
825380658.58,v1_success_monthly,1478.18,2024-02-23,67.8619,ضرب الوقف المتحرك/الفني,2024-02-22,67.19,v1_rsi_recovery,73.909,68.436,21,V3-0025,63.27,67.19,8253806.59,0.0,TRAILING_WIN,14.78,1.0,v3_adaptive_quality,22,CLOSED,,67.8619,ANET_monthly_rsi_21_45,63.27,ANET,monthly,0.0,0.0,"SPY:داعم / QQQ:داعم / SOXX:داعم; RSI: rsi14 53.61, close/MA200 67.19/49.54",54.41,خفض محدود لجودة أقل من المطلوب
38114452401.95,v1_success_monthly,4886.65,2024-02-26,80.3933,ضرب الوقف المتحرك/الفني,2024-02-23,78.817,v1_breakout,86.6987,80.646,21,V3-0026,68.0451,78.817,381144524.02,0.0,TRAILING_WIN,97.73,2.0,v3_adaptive_quality,62,CLOSED,,80.3933,NVDA_monthly_breakout_100,68.0451,NVDA,monthly,0.0,0.0,"SPY:داعم / QQQ:داعم / SOXX:داعم; اختراق: close/MA20 78.82/69.21, ret20 27.91%",76.81,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
2172692127.57,v1_success_monthly,2820.9,2024-02-26,156.5599,ضرب الوقف المتحرك/الفني,2024-02-23,141.045,v1_rsi_recovery,155.1495,156.94,21,V3-0027,130.045,141.045,21726921.28,0.0,TRAILING_WIN,310.3,11.0,v3_adaptive_quality,20,CLOSED,,156.5599,PANW_monthly_rsi_21_35,130.045,PANW,monthly,0.0,-0.0,"SPY:داعم / QQQ:داعم / SOXX:داعم; RSI: rsi14 31.92, close/MA200 141.04/130.44",95.23,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
11136642248.9,v1_success_swing,5005.78,2024-03-01,202.1565,ضرب الوقف المتحرك/الفني,2024-02-29,192.53,v1_breakout,200.2312,202.72,5,V3-0028,175.6757,192.53,111366422.49,0.0,TRAILING_WIN,250.29,5.0,v3_adaptive_quality,26,CLOSED,,202.1565,AMD_swing_breakout_20,175.6757,AMD,swing,0.0,-0.0,"SPY:داعم / QQQ:داعم / SOXX:داعم; اختراق: close/MA20 192.53/174.36, ret20 14.81%",72.6,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
11407954820.1,v1_success_swing,5066.0,2024-03-04,210.7456,ضرب الوقف المتحرك/الفني,2024-03-01,202.64,v1_breakout,210.7456,211.01,5,V3-0029,185.25,202.64,114079548.2,0.0,TRAILING_WIN,202.64,4.0,v3_adaptive_quality,25,CLOSED,,210.7456,AMD_swing_breakout_20,185.25,AMD,swing,0.0,-0.0,"SPY:داعم / QQQ:داعم / SOXX:داعم; اختراق: close/MA20 202.64/175.97, ret20 18.86%",72.6,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
868023249.79,v1_success_monthly,2638.74,2024-03-04,79.9383,ضرب الوقف المتحرك/الفني,2024-03-01,77.61,v1_breakout,85.371,80.09,21,V3-0030,68.6121,77.61,8680232.5,0.0,TRAILING_WIN,79.16,3.0,v3_adaptive_quality,34,CLOSED,,79.9383,MRVL_monthly_breakout_100,68.6121,MRVL,monthly,0.0,0.0,"SPY:داعم / QQQ:داعم / SOXX:داعم; اختراق: close/MA20 77.61/68.73, ret20 16.06%",56.51,خفض محدود بسبب خسارة عميقة؛ خفض محدود بسبب تركيز زمني
42071518461.31,v1_success_monthly,5284.69,2024-03-05,86.0894,ضرب الوقف المتحرك/الفني,2024-03-04,85.237,v1_breakout,93.7607,86.097,21,V3-0031,74.3487,85.237,420715184.61,0.0,TRAILING_WIN,52.85,1.0,v3_adaptive_quality,62,CLOSED,,86.0894,NVDA_monthly_breakout_100,74.3487,NVDA,monthly,0.0,-0.0,"SPY:داعم / QQQ:داعم / SOXX:داعم; اختراق: close/MA20 85.24/74.47, ret20 28.83%",76.81,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
11569980681.21,v1_success_swing,3080.4,2024-03-06,213.5744,ضرب الوقف المتحرك/الفني,2024-03-04,205.36,v1_breakout,213.5744,214.81,5,V3-0032,187.7371,205.13,115699806.81,0.0,TRAILING_WIN,123.22,4.0,v3_adaptive_quality,15,CLOSED,,213.5744,AMD_swing_breakout_20,187.7371,AMD,swing,0.0,-0.11,"SPY:داعم / QQQ:داعم / SOXX:داعم; اختراق: close/MA20 205.36/177.35, ret20 15.59%",72.6,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
900108131.97,v1_success_monthly,1587.0,2024-03-06,81.7305,ضرب الوقف المتحرك/الفني,2024-03-04,79.35,v1_breakout,87.285,82.51,21,V3-0033,70.5557,78.73,9001081.32,0.0,TRAILING_WIN,47.61,3.0,v3_adaptive_quality,20,CLOSED,,81.7305,MRVL_monthly_breakout_100,70.5557,MRVL,monthly,0.0,-0.78,"SPY:داعم / QQQ:داعم / SOXX:داعم; اختراق: close/MA20 79.35/69.32, ret20 17.50%",56.51,خفض محدود بسبب خسارة عميقة؛ خفض محدود بسبب تركيز زمني
1007319061.41,v1_success_swing,3379.62,2024-03-06,74.2047,ضرب الوقف المتحرك/الفني,2024-03-05,73.47,v1_rsi_recovery,77.1435,74.85,10,V3-0034,72.64,73.47,10073190.61,0.0,TRAILING_WIN,33.8,1.0,v3_adaptive_quality,46,CLOSED,,74.2047,SHOP_swing_rsi_14_35,72.64,SHOP,swing,0.0,0.0,"SPY:داعم / QQQ:داعم / SOXX:داعم; RSI: rsi14 42.42, close/MA200 73.47/65.97",70.53,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
42205052548.43,v1_success_monthly,5322.0,2024-03-07,92.248,ضرب الوقف المتحرك/الفني,2024-03-06,88.7,v1_breakout,97.57,92.767,21,V3-0035,77.7449,88.7,422050525.48,0.0,TRAILING_WIN,212.88,4.0,v3_adaptive_quality,60,CLOSED,,92.248,NVDA_monthly_breakout_100,77.7449,NVDA,monthly,0.0,-0.0,"SPY:داعم / QQQ:داعم / SOXX:داعم; اختراق: close/MA20 88.70/76.32, ret20 30.01%",76.81,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
954812916.59,v1_success_monthly,2766.58,2024-03-07,85.4385,ضرب الوقف المتحرك/الفني,2024-03-06,81.37,v1_breakout,89.507,85.76,21,V3-0036,72.3636,81.37,9548129.17,0.0,TRAILING_WIN,138.33,5.0,v3_adaptive_quality,34,CLOSED,,85.4385,MRVL_monthly_breakout_100,72.3636,MRVL,monthly,0.0,0.0,"SPY:داعم / QQQ:داعم / SOXX:داعم; اختراق: close/MA20 81.37/70.62, ret20 21.30%",56.51,خفض محدود بسبب خسارة عميقة؛ خفض محدود بسبب تركيز زمني
43285775917.95,v1_success_monthly,5467.47,2024-03-08,97.3025,ضرب الوقف المتحرك/الفني,2024-03-07,92.669,v1_breakout,101.9359,97.4,21,V3-0037,81.1799,92.669,432857759.18,0.0,TRAILING_WIN,273.38,5.0,v3_adaptive_quality,59,CLOSED,,97.3025,NVDA_monthly_breakout_100,81.1799,NVDA,monthly,0.0,-0.0,"SPY:داعم / QQQ:داعم / SOXX:داعم; اختراق: close/MA20 92.67/77.45, ret20 32.20%",76.81,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
1031707942.68,v1_success_monthly,2807.97,2024-03-08,75.5736,ضرب الوقف المتحرك/الفني,2024-03-07,85.09,v1_breakout,93.599,85.09,21,V3-0038,75.5736,85.09,10317079.43,0.0,LOSS,-314.04,-11.18,v3_adaptive_quality,33,CLOSED,,75.5736,MRVL_monthly_breakout_100,75.5736,MRVL,monthly,0.0,-0.0,"SPY:داعم / QQQ:داعم / SOXX:داعم; اختراق: close/MA20 85.09/71.41, ret20 22.66%",56.51,خفض محدود بسبب خسارة عميقة؛ خفض محدود بسبب تركيز زمني
926436948.06,v1_success_swing,5483.52,2024-03-13,79.2064,ضرب الوقف المتحرك/الفني,2024-03-08,76.16,v1_rsi_recovery,79.968,79.4,10,V3-0039,72.64,76.36,9264369.48,0.0,TRAILING_WIN,219.34,4.0,v3_adaptive_quality,72,CLOSED,,79.2064,SHOP_swing_rsi_14_35,72.64,SHOP,swing,0.0,0.26,"SPY:داعم / QQQ:داعم / SOXX:داعم; RSI: rsi14 35.45, close/MA200 76.16/66.18",70.53,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
4380691928.18,v1_success_swing,5553.99,2024-03-15,124.771,ضرب الوقف المتحرك/الفني,2024-03-14,126.227,v1_rsi_recovery,132.5383,126.737,10,V3-0040,124.771,126.227,43806919.28,0.0,TRAILING_WIN,-64.07,-1.15,v3_adaptive_quality,44,CLOSED,,124.771,AVGO_swing_rsi_7_30,124.771,AVGO,swing,0.0,-0.0,"SPY:داعم / QQQ:داعم / SOXX:داعم; RSI: rsi14 45.97, close/MA200 126.23/98.00",55.44,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
4942879878.96,v1_success_swing,5486.8,2024-03-21,140.36,ضرب الوقف المتحرك/الفني,2024-03-20,127.6,v1_rsi_recovery,133.98,140.361,10,V3-0041,120.402,127.6,49428798.79,0.0,TRAILING_WIN,548.68,10.0,v3_adaptive_quality,43,CLOSED,,140.36,AVGO_swing_rsi_7_30,120.402,AVGO,swing,0.0,-0.0,"SPY:داعم / QQQ:داعم / SOXX:داعم; RSI: rsi14 47.26, close/MA200 127.60/98.89",55.44,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
1005881456.35,v1_success_swing,3321.78,2024-03-21,99.6534,ضرب الوقف المتحرك/الفني,2024-03-20,94.908,v1_rsi_recovery,98.7043,100.43,5,V3-0042,90.56,94.908,10058814.56,0.0,TRAILING_WIN,166.09,5.0,v3_adaptive_quality,35,CLOSED,,99.6534,LRCX_swing_rsi_7_40,90.56,LRCX,swing,0.0,-0.0,"SPY:داعم / QQQ:داعم / SOXX:داعم; RSI: rsi14 52.12, close/MA200 94.91/71.98",57.53,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
2485364635.25,v1_success_monthly,5752.6,2024-03-22,145.2532,ضرب الوقف المتحرك/الفني,2024-03-21,143.815,v1_rsi_recovery,158.1965,145.445,21,V3-0043,132.5,143.815,24853646.35,0.0,TRAILING_WIN,57.53,1.0,v3_adaptive_quality,40,CLOSED,,145.2532,PANW_monthly_rsi_21_35,132.5,PANW,monthly,0.0,0.0,"SPY:داعم / QQQ:داعم / SOXX:داعم; RSI: rsi14 39.47, close/MA200 143.82/134.71",95.23,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
957748151.2,v1_success_swing,5870.22,2024-04-04,99.7937,ضرب الوقف المتحرك/الفني,2024-04-03,97.837,v1_rsi_recovery,101.7505,100.184,5,V3-0044,92.9933,97.837,9577481.51,0.0,TRAILING_WIN,117.4,2.0,v3_adaptive_quality,60,CLOSED,,99.7937,LRCX_swing_rsi_7_40,92.9933,LRCX,swing,0.0,-0.0,"SPY:داعم / QQQ:داعم / SOXX:داعم; RSI: rsi14 67.50, close/MA200 97.84/73.59",57.53,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
1242495011.82,v1_success_monthly,5834.4,2024-04-05,133.926,ضرب الوقف المتحرك/الفني,2024-04-04,132.6,v1_rsi_recovery,145.86,134.85,21,V3-0045,131.937,132.6,12424950.12,0.0,TRAILING_WIN,58.34,1.0,v3_adaptive_quality,44,CLOSED,,133.926,PANW_monthly_rsi_21_35,131.937,PANW,monthly,0.0,0.0,"SPY:داعم / QQQ:ضغط / SOXX:داعم; RSI: rsi14 27.45, close/MA200 132.60/135.80",95.23,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
919002488.07,v1_success_swing,5908.34,2024-04-09,97.8266,ضرب الوقف المتحرك/الفني,2024-04-05,96.858,v1_rsi_recovery,100.7323,98.198,5,V3-0046,94.4,96.726,9190024.88,0.0,TRAILING_WIN,59.08,1.0,v3_adaptive_quality,61,CLOSED,,97.8266,LRCX_swing_rsi_7_40,94.4,LRCX,swing,0.0,-0.14,"SPY:داعم / QQQ:داعم / SOXX:داعم; RSI: rsi14 66.74, close/MA200 96.86/73.93",57.53,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
798501442.08,v1_success_swing,5900.88,2024-04-15,94.4,ضرب الوقف المتحرك/الفني,2024-04-11,98.348,v1_rsi_recovery,102.2819,98.348,5,V3-0047,94.4,95.704,7985014.42,0.0,LOSS,-236.88,-4.01,v3_adaptive_quality,60,CLOSED,,94.4,LRCX_swing_rsi_7_40,94.4,LRCX,swing,0.0,-2.69,"SPY:داعم / QQQ:داعم / SOXX:داعم; RSI: rsi14 50.32, close/MA200 98.35/74.65",57.53,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
789364405.44,v1_success_monthly,4958.39,2024-05-09,73.6467,ضرب الوقف المتحرك/الفني,2024-05-08,72.9175,v1_rsi_recovery,80.2093,74.115,21,V3-0048,64.8193,72.9175,7893644.05,0.0,TRAILING_WIN,49.59,1.0,v3_adaptive_quality,68,CLOSED,,73.6467,ANET_monthly_rsi_21_45,64.8193,ANET,monthly,0.0,0.0,"SPY:داعم / QQQ:داعم / SOXX:ضغط; RSI: rsi14 69.89, close/MA200 72.92/57.60",54.41,خفض محدود لجودة أقل من المطلوب
7254657849.56,v1_success_swing,5854.32,2024-05-17,169.1248,ضرب الوقف المتحرك/الفني,2024-05-16,162.62,v1_breakout,169.1248,169.72,5,V3-0049,151.2229,162.62,72546578.5,0.0,TRAILING_WIN,234.17,4.0,v3_adaptive_quality,36,CLOSED,,169.1248,AMD_swing_breakout_20,151.2229,AMD,swing,0.0,-0.0,"SPY:داعم / QQQ:داعم / SOXX:داعم; اختراق: close/MA20 162.62/153.21, ret20 4.86%",72.6,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
37629655328.82,v1_success_monthly,5916.54,2024-05-24,105.875,ضرب الوقف المتحرك/الفني,2024-05-23,103.799,v1_breakout,114.1789,106.475,21,V3-0050,93.8876,103.799,376296553.29,0.0,TRAILING_WIN,118.34,2.0,v3_adaptive_quality,57,CLOSED,,105.875,NVDA_monthly_breakout_100,93.8876,NVDA,monthly,0.0,0.0,"SPY:داعم / QQQ:داعم / SOXX:داعم; اختراق: close/MA20 103.80/91.17, ret20 25.62%",76.81,إبقاء الحجم مع تعديل الهدف/المدة عند الحاجة
