avg_dollar_volume,behavior,capital,close_date,close_price,close_reason,close_time_et,entry_date,entry_price,entry_rule,exit_price,held_sessions,highest_price,hold_days,id,initial_stop_price,latest_price,liquidity_cap,market_value,outcome,realized_pnl,realized_pnl_pct,selected_version,shares,status,stop_cap_pct,stop_price,strategy_id,strategy_source,technical_initial_stop_price,ticker,timeframe,unrealized_pnl,unrealized_pnl_pct,v3_quality_score,v3_reason
454904692.21,raw_pullback_monthly,12169.69,2021-02-25,46.69,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,15:05:00,2021-02-24,49.27,raw_pullback_reversal,52.2262,1,49.27,25,V31-0011,46.69,49.27,4549046.92,0.0,LOSS,-637.26,-5.24,v31_from_v3:v3_raw_rebuild,247,CLOSED,,46.69,MRVL_monthly_raw_pullback_3_3_6_25_none,V3,46.69,MRVL,monthly,0.0,0.0,116.24,نقاط الجودة 116.24؛ فوز 100.00%؛ متوسط 4.33%؛ أسوأ 1.00%
627016967.38,v1_success_swing,11883.92,2021-03-02,48.8509,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-02-26,46.972,v1_rsi_recovery,49.3206,2,49.0,10,V31-0012,45.521,48.992,6270169.67,0.0,TRAILING_WIN,475.36,4.0,v31_from_v2:v2_from_v1_success,253,CLOSED,,48.8509,AVGO_swing_rsi_7_30,V2,45.521,AVGO,swing,0.0,4.3,,
799140566.89,raw_trend_resume_swing,7146.59,2021-03-01,58.9878,تحقق الهدف - تنفيذ خمس دقائق,11:30:00,2021-02-26,56.719,raw_trend_resume,58.9878,1,56.719,13,V31-0013,53.641,56.719,7991405.67,0.0,WIN,285.87,4.0,v31_from_v3:v3_raw_rebuild,126,CLOSED,,53.641,LRCX_swing_raw_trend_8_1.5_4_13_soft_market,V3,53.641,LRCX,swing,0.0,0.0,98.45,نقاط الجودة 98.45؛ فوز 100.00%؛ متوسط 3.00%؛ أسوأ 1.00%
448103399.53,raw_pullback_monthly,4296.92,2021-03-02,49.487,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-02-26,48.28,raw_pullback_reversal,51.1768,2,49.56,25,V31-0014,46.14,49.54,4481034.0,0.0,TRAILING_WIN,107.42,2.5,v31_from_v3:v3_raw_rebuild,89,CLOSED,,49.487,MRVL_monthly_raw_pullback_3_3_6_25_none,V3,46.14,MRVL,monthly,0.0,2.61,116.24,نقاط الجودة 116.24؛ فوز 100.00%؛ متوسط 4.33%؛ أسوأ 1.00%
2035943840.91,raw_pullback_swing,2558.82,2021-03-02,132.4189,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-02-26,127.941,raw_pullback_reversal,133.0586,2,132.694,10,V31-0015,120.544,130.93,20359438.41,0.0,TRAILING_WIN,89.56,3.5,v31_from_v3:v3_raw_rebuild,20,CLOSED,,132.4189,SHOP_swing_raw_pullback_8_7_4_10_none,V3,120.544,SHOP,swing,0.0,2.34,95.21,نقاط الجودة 95.21؛ فوز 100.00%؛ متوسط 2.43%؛ أسوأ 1.00%
2035943840.91,raw_pullback_monthly,1535.29,2021-03-02,132.4189,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-02-26,127.941,raw_pullback_reversal,135.6175,2,132.694,21,V31-0016,108.1,130.93,20359438.41,0.0,TRAILING_WIN,53.74,3.5,v31_from_v3:v3_raw_rebuild,12,CLOSED,,132.4189,SHOP_monthly_raw_pullback_8_7_6_21_none,V3,108.1,SHOP,monthly,0.0,2.34,96.16,نقاط الجودة 96.16؛ فوز 100.00%؛ متوسط 2.80%؛ أسوأ 1.00%
780570157.07,raw_trend_resume_swing,3894.54,2021-03-04,54.0104,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:45:00,2021-03-01,59.916,raw_trend_resume,62.3126,3,59.916,13,V31-0017,54.0104,55.113,7805701.57,0.0,LOSS,-383.86,-9.86,v31_from_v3:v3_raw_rebuild,65,CLOSED,,54.0104,LRCX_swing_raw_trend_8_1.5_4_13_soft_market,V3,54.0104,LRCX,swing,0.0,-8.02,98.45,نقاط الجودة 98.45؛ فوز 100.00%؛ متوسط 3.00%؛ أسوأ 1.00%
821412285.39,raw_pullback_monthly,12164.93,2021-03-09,55.345,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-03-05,54.797,raw_pullback_reversal,58.0848,2,55.452,25,V31-0018,50.014,50.247,8214122.85,0.0,TRAILING_WIN,121.66,1.0,v31_from_v3:v3_raw_rebuild,222,CLOSED,,55.345,LRCX_monthly_raw_pullback_3_5_6_25_none,V3,50.014,LRCX,monthly,0.0,-8.3,104.66,نقاط الجودة 104.66؛ فوز 100.00%؛ متوسط 3.45%؛ أسوأ 1.00%
525885165.33,raw_pullback_monthly,7307.52,2021-03-09,42.7656,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-03-05,41.52,raw_pullback_reversal,44.0112,2,42.92,25,V31-0019,37.92,40.07,5258851.65,0.0,TRAILING_WIN,219.23,3.0,v31_from_v3:v3_raw_rebuild,176,CLOSED,,42.7656,MRVL_monthly_raw_pullback_3_3_6_25_none,V3,37.92,MRVL,monthly,0.0,-3.49,116.24,نقاط الجودة 116.24؛ فوز 100.00%؛ متوسط 4.33%؛ أسوأ 1.00%
841914323.79,raw_pullback_monthly,12283.33,2021-03-11,55.1663,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-03-09,54.351,raw_pullback_reversal,57.6121,2,55.199,25,V31-0020,50.167,51.869,8419143.24,0.0,TRAILING_WIN,184.25,1.5,v31_from_v3:v3_raw_rebuild,226,CLOSED,,55.1663,LRCX_monthly_raw_pullback_3_5_6_25_none,V3,50.167,LRCX,monthly,0.0,-4.57,104.66,نقاط الجودة 104.66؛ فوز 100.00%؛ متوسط 3.45%؛ أسوأ 1.00%
560494507.36,raw_pullback_monthly,7366.8,2021-03-11,44.727,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-03-09,43.85,raw_pullback_reversal,46.481,2,44.89,25,V31-0021,37.92,42.82,5604945.07,0.0,TRAILING_WIN,147.34,2.0,v31_from_v3:v3_raw_rebuild,168,CLOSED,,44.727,MRVL_monthly_raw_pullback_3_3_6_25_none,V3,37.92,MRVL,monthly,0.0,-2.35,116.24,نقاط الجودة 116.24؛ فوز 100.00%؛ متوسط 4.33%؛ أسوأ 1.00%
2329969066.85,raw_pullback_swing,4411.84,2021-03-11,116.5177,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-03-09,113.124,raw_pullback_reversal,117.649,2,116.997,10,V31-0022,102.157,108.73,23299690.67,0.0,TRAILING_WIN,132.35,3.0,v31_from_v3:v3_raw_rebuild,39,CLOSED,,116.5177,SHOP_swing_raw_pullback_8_7_4_10_none,V3,102.157,SHOP,swing,0.0,-3.88,95.21,نقاط الجودة 95.21؛ فوز 100.00%؛ متوسط 2.43%؛ أسوأ 1.00%
2329969066.85,raw_pullback_monthly,2601.85,2021-03-11,116.5177,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-03-09,113.124,raw_pullback_reversal,119.9114,2,116.997,21,V31-0023,102.157,108.73,23299690.67,0.0,TRAILING_WIN,78.06,3.0,v31_from_v3:v3_raw_rebuild,23,CLOSED,,116.5177,SHOP_monthly_raw_pullback_8_7_6_21_none,V3,102.157,SHOP,monthly,0.0,-3.88,96.16,نقاط الجودة 96.16؛ فوز 100.00%؛ متوسط 2.80%؛ أسوأ 1.00%
849062926.72,v1_success_swing,12486.1,2021-03-16,46.9931,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-03-11,45.404,v1_rsi_recovery,47.6742,3,47.123,10,V31-0024,41.926,47.067,8490629.27,0.0,TRAILING_WIN,437.0,3.5,v31_from_v2:v2_from_v1_success,275,CLOSED,,46.9931,AVGO_swing_rsi_7_30,V2,41.926,AVGO,swing,0.0,3.66,,
883370284.16,raw_pullback_monthly,7496.44,2021-03-17,55.9556,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-03-11,53.546,raw_pullback_reversal,56.7588,4,55.998,25,V31-0025,50.167,54.719,8833702.84,0.0,TRAILING_WIN,337.34,4.5,v31_from_v3:v3_raw_rebuild,140,CLOSED,,55.9556,LRCX_monthly_raw_pullback_3_5_6_25_none,V3,50.167,LRCX,monthly,0.0,2.19,104.66,نقاط الجودة 104.66؛ فوز 100.00%؛ متوسط 3.45%؛ أسوأ 1.00%
2235825393.45,raw_pullback_swing,4452.01,2021-03-16,118.7202,تحقق الهدف - تنفيذ خمس دقائق,09:30:00,2021-03-11,114.154,raw_pullback_reversal,118.7202,3,115.914,10,V31-0026,102.157,115.777,22358253.93,0.0,WIN,178.08,4.0,v31_from_v3:v3_raw_rebuild,39,CLOSED,,115.8663,SHOP_swing_raw_pullback_8_7_4_10_none,V3,102.157,SHOP,swing,0.0,1.42,95.21,نقاط الجودة 95.21؛ فوز 100.00%؛ متوسط 2.43%؛ أسوأ 1.00%
2235825393.45,raw_pullback_monthly,2739.7,2021-03-16,115.8663,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,12:25:00,2021-03-11,114.154,raw_pullback_reversal,121.0032,3,115.914,21,V31-0027,102.157,115.777,22358253.93,0.0,TRAILING_WIN,41.09,1.5,v31_from_v3:v3_raw_rebuild,24,CLOSED,,115.8663,SHOP_monthly_raw_pullback_8_7_6_21_none,V3,102.157,SHOP,monthly,0.0,1.42,96.16,نقاط الجودة 96.16؛ فوز 100.00%؛ متوسط 2.80%؛ أسوأ 1.00%
182655787.3,v1_success_swing,1642.71,2021-03-16,17.9999,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-03-12,17.4756,v1_rsi_recovery,18.3494,2,18.0481,10,V31-0028,16.38,17.9144,1826557.87,0.0,TRAILING_WIN,49.28,3.0,v31_from_v2:v2_from_v1_success,94,CLOSED,,17.9999,ANET_swing_rsi_14_30,V2,16.38,ANET,swing,0.0,2.51,,
813338883.46,raw_trend_resume_swing,9794.7,2021-03-18,55.8134,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-03-16,54.719,raw_trend_resume,56.9078,2,55.818,13,V31-0029,50.167,55.31,8133388.83,0.0,TRAILING_WIN,195.9,2.0,v31_from_v3:v3_raw_rebuild,179,CLOSED,,55.8134,LRCX_swing_raw_trend_8_1.5_4_13_soft_market,V3,50.167,LRCX,swing,0.0,1.08,98.45,نقاط الجودة 98.45؛ فوز 100.00%؛ متوسط 3.00%؛ أسوأ 1.00%
135093934.61,v1_success_monthly,13014.82,2021-03-25,18.0563,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-03-23,17.8775,v1_rsi_recovery,19.6653,2,18.1075,21,V31-0030,16.38,17.7781,1350939.35,0.0,TRAILING_WIN,130.17,1.0,v31_from_v2:v2_from_v1_success,728,CLOSED,,18.0563,ANET_monthly_rsi_21_45,V2,16.38,ANET,monthly,0.0,-0.56,,
1707103767.15,raw_pullback_swing,12993.0,2021-03-30,107.565,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-03-26,106.5,raw_pullback_reversal,110.76,2,107.5828,10,V31-0031,100.514,103.992,17071037.67,0.0,TRAILING_WIN,129.93,1.0,v31_from_v3:v3_raw_rebuild,122,CLOSED,,107.565,SHOP_swing_raw_pullback_8_7_4_10_none,V3,100.514,SHOP,swing,0.0,-2.35,95.21,نقاط الجودة 95.21؛ فوز 100.00%؛ متوسط 2.43%؛ أسوأ 1.00%
1707103767.15,raw_pullback_monthly,7774.5,2021-03-30,107.565,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-03-26,106.5,raw_pullback_reversal,112.89,2,107.5828,21,V31-0032,100.514,103.992,17071037.67,0.0,TRAILING_WIN,77.74,1.0,v31_from_v3:v3_raw_rebuild,73,CLOSED,,107.565,SHOP_monthly_raw_pullback_8_7_6_21_none,V3,100.514,SHOP,monthly,0.0,-2.35,96.16,نقاط الجودة 96.16؛ فوز 100.00%؛ متوسط 2.80%؛ أسوأ 1.00%
1680756834.23,raw_pullback_swing,13127.87,2021-03-31,109.2239,تحقق الهدف - تنفيذ خمس دقائق,09:45:00,2021-03-30,105.023,raw_pullback_reversal,109.2239,1,105.023,10,V31-0033,100.514,105.023,16807568.34,0.0,WIN,525.12,4.0,v31_from_v3:v3_raw_rebuild,125,CLOSED,,100.514,SHOP_swing_raw_pullback_8_7_4_10_none,V3,100.514,SHOP,swing,0.0,-0.0,95.21,نقاط الجودة 95.21؛ فوز 100.00%؛ متوسط 2.43%؛ أسوأ 1.00%
1680756834.23,raw_pullback_monthly,7876.72,2021-03-31,111.3244,تحقق الهدف - تنفيذ خمس دقائق,10:45:00,2021-03-30,105.023,raw_pullback_reversal,111.3244,1,105.023,21,V31-0034,100.514,105.023,16807568.34,0.0,WIN,472.61,6.0,v31_from_v3:v3_raw_rebuild,75,CLOSED,,100.514,SHOP_monthly_raw_pullback_8_7_6_21_none,V3,100.514,SHOP,monthly,0.0,-0.0,96.16,نقاط الجودة 96.16؛ فوز 100.00%؛ متوسط 2.80%؛ أسوأ 1.00%
3946050092.17,v1_success_monthly,13547.09,2021-04-16,16.1499,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-04-13,15.6795,v1_breakout,17.2474,3,16.2141,21,V31-0035,14.256,16.1372,39460500.92,0.0,TRAILING_WIN,406.42,3.0,v31_from_v2:v2_from_v1_success,864,CLOSED,,16.1499,NVDA_monthly_breakout_100,V2,14.256,NVDA,monthly,0.0,2.92,,
861774308.57,v1_success_swing,8112.0,2021-04-19,46.92,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,10:40:00,2021-04-15,48.0,v1_rsi_recovery,50.4,2,48.178,10,V31-0036,46.92,47.879,8617743.09,0.0,LOSS,-182.52,-2.25,v31_from_v2:v2_from_v1_success,169,CLOSED,,46.92,AVGO_swing_rsi_7_30,V2,46.92,AVGO,swing,0.0,-0.25,,
914055280.24,raw_trend_resume_swing,13588.56,2021-04-23,64.738,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-04-21,64.097,raw_trend_resume,66.6609,2,64.994,13,V31-0037,60.82,61.472,9140552.8,0.0,TRAILING_WIN,135.9,1.0,v31_from_v3:v3_raw_rebuild,212,CLOSED,,64.738,LRCX_swing_raw_trend_8_1.5_4_13_soft_market,V3,60.82,LRCX,swing,0.0,-4.1,98.45,نقاط الجودة 98.45؛ فوز 100.00%؛ متوسط 3.00%؛ أسوأ 1.00%
914055280.24,raw_pullback_monthly,8204.42,2021-04-23,64.738,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-04-21,64.097,raw_pullback_reversal,67.9428,2,64.994,25,V31-0038,57.629,61.472,9140552.8,0.0,TRAILING_WIN,82.04,1.0,v31_from_v3:v3_raw_rebuild,128,CLOSED,,64.738,LRCX_monthly_raw_pullback_3_5_6_25_none,V3,57.629,LRCX,monthly,0.0,-4.1,104.66,نقاط الجودة 104.66؛ فوز 100.00%؛ متوسط 3.45%؛ أسوأ 1.00%
791354279.32,v1_success_swing,13704.81,2021-04-27,47.3142,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-04-23,46.615,v1_rsi_recovery,48.9457,2,47.3825,10,V31-0039,44.9,47.213,7913542.79,0.0,TRAILING_WIN,205.56,1.5,v31_from_v2:v2_from_v1_success,294,CLOSED,,47.3142,AVGO_swing_rsi_7_30,V2,44.9,AVGO,swing,0.0,1.28,,
938100710.69,raw_trend_resume_swing,8220.12,2021-04-27,64.3177,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:35:00,2021-04-23,62.749,raw_trend_resume,65.259,2,64.335,13,V31-0040,60.82,64.317,9381007.11,0.0,TRAILING_WIN,205.5,2.5,v31_from_v3:v3_raw_rebuild,131,CLOSED,,64.3177,LRCX_swing_raw_trend_8_1.5_4_13_soft_market,V3,60.82,LRCX,swing,0.0,2.5,98.45,نقاط الجودة 98.45؛ فوز 100.00%؛ متوسط 3.00%؛ أسوأ 1.00%
398528735.99,raw_pullback_monthly,4931.63,2021-04-27,47.2422,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:40:00,2021-04-23,46.09,raw_pullback_reversal,48.8554,2,47.4,25,V31-0041,43.65,47.32,3985287.36,0.0,TRAILING_WIN,123.29,2.5,v31_from_v3:v3_raw_rebuild,107,CLOSED,,47.2422,MRVL_monthly_raw_pullback_3_3_6_25_none,V3,43.65,MRVL,monthly,0.0,2.67,116.24,نقاط الجودة 116.24؛ فوز 100.00%؛ متوسط 4.33%؛ أسوأ 1.00%
3220992399.56,v1_success_swing,2991.1,2021-04-28,86.7419,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:40:00,2021-04-26,85.46,v1_breakout,89.733,2,87.04,10,V31-0042,79.6061,85.28,32209924.0,0.0,TRAILING_WIN,44.87,1.5,v31_from_v2:v2_from_v1_success,35,CLOSED,,86.7419,AMD_swing_breakout_20,V2,79.6061,AMD,swing,0.0,-0.21,,
1175735886.84,raw_pullback_swing,1745.38,2021-04-28,121.0134,تحقق الهدف - تنفيذ خمس دقائق,09:30:00,2021-04-26,116.359,raw_pullback_reversal,121.0134,2,116.91,10,V31-0043,108.726,115.555,11757358.87,0.0,WIN,69.82,4.0,v31_from_v3:v3_raw_rebuild,15,CLOSED,,108.726,SHOP_swing_raw_pullback_8_7_4_10_none,V3,108.726,SHOP,swing,0.0,-0.69,95.21,نقاط الجودة 95.21؛ فوز 100.00%؛ متوسط 2.43%؛ أسوأ 1.00%
1175735886.84,raw_pullback_monthly,1047.23,2021-04-28,123.3405,تحقق الهدف - تنفيذ خمس دقائق,09:55:00,2021-04-26,116.359,raw_pullback_reversal,123.3405,2,116.91,21,V31-0044,101.6607,115.555,11757358.87,0.0,WIN,62.83,6.0,v31_from_v3:v3_raw_rebuild,9,CLOSED,,101.6607,SHOP_monthly_raw_pullback_8_7_6_21_none,V3,101.6607,SHOP,monthly,0.0,-0.69,96.16,نقاط الجودة 96.16؛ فوز 100.00%؛ متوسط 2.80%؛ أسوأ 1.00%
366091393.78,raw_pullback_monthly,14011.2,2021-05-06,45.592,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-05-04,44.48,raw_pullback_reversal,47.1488,2,45.63,25,V31-0045,42.685,44.77,3660913.94,0.0,TRAILING_WIN,350.28,2.5,v31_from_v3:v3_raw_rebuild,315,CLOSED,,45.592,MRVL_monthly_raw_pullback_3_3_6_25_none,V3,42.685,MRVL,monthly,0.0,0.65,116.24,نقاط الجودة 116.24؛ فوز 100.00%؛ متوسط 4.33%؛ أسوأ 1.00%
660490314.44,v1_success_monthly,14130.27,2021-05-10,45.7552,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-05-06,44.858,v1_rsi_recovery,49.3438,2,45.838,21,V31-0046,43.731,45.258,6604903.14,0.0,TRAILING_WIN,282.62,2.0,v31_from_v2:v2_from_v1_success,315,CLOSED,,45.7552,AVGO_monthly_rsi_14_30,V2,43.731,AVGO,monthly,0.0,0.89,,
748109401.48,raw_trend_resume_swing,8458.93,2021-05-10,63.2876,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,09:30:00,2021-05-06,61.744,raw_trend_resume,64.2138,2,63.48,13,V31-0047,59.02,63.054,7481094.01,0.0,TRAILING_WIN,211.47,2.5,v31_from_v3:v3_raw_rebuild,137,CLOSED,,63.2876,LRCX_swing_raw_trend_8_1.5_4_13_soft_market,V3,59.02,LRCX,swing,0.0,2.12,98.45,نقاط الجودة 98.45؛ فوز 100.00%؛ متوسط 3.00%؛ أسوأ 1.00%
651494144.63,v1_success_swing,5114.15,2021-05-10,43.731,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,14:50:00,2021-05-07,45.258,v1_rsi_recovery,47.5209,1,45.258,10,V31-0048,43.731,45.258,6514941.45,0.0,LOSS,-172.55,-3.37,v31_from_v2:v2_from_v1_success,113,CLOSED,,43.731,AVGO_swing_rsi_7_30,V2,43.731,AVGO,swing,0.0,-0.0,,
662884941.68,v1_success_swing,14258.27,2021-05-12,42.305,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,10:25:00,2021-05-11,44.007,v1_rsi_recovery,46.2074,1,44.007,10,V31-0049,42.305,44.007,6628849.42,0.0,LOSS,-551.45,-3.87,v31_from_v2:v2_from_v1_success,324,CLOSED,,42.305,AVGO_swing_rsi_7_30,V2,42.305,AVGO,swing,0.0,0.0,,
1654242100.86,raw_pullback_swing,8548.54,2021-05-13,103.175,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,13:35:00,2021-05-11,111.02,raw_pullback_reversal,115.4608,2,111.02,10,V31-0050,103.175,108.39,16542421.01,0.0,LOSS,-604.07,-7.07,v31_from_v3:v3_raw_rebuild,77,CLOSED,,103.175,SHOP_swing_raw_pullback_8_7_4_10_none,V3,103.175,SHOP,swing,0.0,-2.37,95.21,نقاط الجودة 95.21؛ فوز 100.00%؛ متوسط 2.43%؛ أسوأ 1.00%
1654242100.86,raw_pullback_monthly,5106.92,2021-05-13,103.175,ضرب الوقف المتحرك/الفني - تنفيذ خمس دقائق,13:35:00,2021-05-11,111.02,raw_pullback_reversal,117.6812,2,111.02,21,V31-0051,103.175,108.39,16542421.01,0.0,LOSS,-360.87,-7.07,v31_from_v3:v3_raw_rebuild,46,CLOSED,,103.175,SHOP_monthly_raw_pullback_8_7_6_21_none,V3,103.175,SHOP,monthly,0.0,-2.37,96.16,نقاط الجودة 96.16؛ فوز 100.00%؛ متوسط 2.80%؛ أسوأ 1.00%
